Driver,LapNumber,LapTime,Compound,PitStatus,SessionTime
LEC,75,85.57143368714596,SOFT,Pit,2024-05-26 01:19:00
VER,66,87.40302192843149,MEDIUM,Running,2024-05-26 01:19:12
PER,12,86.27706641742822,SOFT,Running,2024-05-26 01:19:24
STR,36,84.4648419837728,MEDIUM,Running,2024-05-26 01:19:36
ALO,18,87.5079210445717,SOFT,Running,2024-05-26 01:19:48
RUS,53,84.66805671147391,MEDIUM,Running,2024-05-26 01:20:00
LEC,71,82.6227069838488,HARD,Running,2024-05-26 01:20:12
SAI,1,82.62841582541596,SOFT,Running,2024-05-26 01:20:24
RUS,58,85.13807733643557,SOFT,Running,2024-05-26 01:20:36
PER,6,85.6854748183885,HARD,Running,2024-05-26 01:20:48
SAI,70,87.22013269148773,SOFT,Running,2024-05-26 01:21:00
NOR,44,86.65346954120598,SOFT,Running,2024-05-26 01:21:12
PIA,72,85.64373170137142,HARD,Pit,2024-05-26 01:21:24
NOR,24,87.32071888457823,HARD,Running,2024-05-26 01:21:36
RUS,19,85.52292823193571,MEDIUM,Running,2024-05-26 01:21:48
PER,18,83.1771251409961,HARD,Running,2024-05-26 01:22:00
STR,30,82.78478582044039,HARD,Running,2024-05-26 01:22:12
RUS,42,87.80163787369018,SOFT,Running,2024-05-26 01:22:24
LEC,33,81.45858637547629,HARD,Running,2024-05-26 01:22:36
HAM,74,85.1386668197235,SOFT,Running,2024-05-26 01:22:48
RUS,12,90.86722828875904,HARD,Running,2024-05-26 01:23:00
PIA,27,86.32662019975889,HARD,Running,2024-05-26 01:23:12
PIA,39,85.12462292313803,MEDIUM,Running,2024-05-26 01:23:24
RUS,9,82.46796918002428,HARD,Running,2024-05-26 01:23:36
SAI,21,88.41126702263979,HARD,Running,2024-05-26 01:23:48
HAM,76,87.68489016725002,SOFT,Running,2024-05-26 01:24:00
LEC,29,86.73263444220912,SOFT,Running,2024-05-26 01:24:12
RUS,33,85.49899248064173,MEDIUM,Running,2024-05-26 01:24:24
SAI,62,86.52962204449447,HARD,Running,2024-05-26 01:24:36
PIA,15,85.23248209451306,SOFT,Running,2024-05-26 01:24:48
PIA,2,83.7481303611282,HARD,Running,2024-05-26 01:25:00
PER,52,87.22140287670867,MEDIUM,Running,2024-05-26 01:25:12
RUS,44,85.40881441815202,SOFT,Running,2024-05-26 01:25:24
HAM,54,86.43949913638582,SOFT,Running,2024-05-26 01:25:36
VER,18,85.28197816699242,MEDIUM,Running,2024-05-26 01:25:48
HAM,3,86.33127488768432,HARD,Running,2024-05-26 01:26:00
PIA,7,85.47391308481605,SOFT,Running,2024-05-26 01:26:12
PIA,43,85.33341026623883,SOFT,Running,2024-05-26 01:26:24
NOR,38,85.55398127185954,MEDIUM,Running,2024-05-26 01:26:36
PIA,37,90.82956544283348,MEDIUM,Running,2024-05-26 01:26:48
LEC,58,86.94433257476749,MEDIUM,Running,2024-05-26 01:27:00
ALO,33,90.15490425041914,HARD,Running,2024-05-26 01:27:12
RUS,59,85.48541565478527,HARD,Running,2024-05-26 01:27:24
HAM,11,84.94369565514387,HARD,Running,2024-05-26 01:27:36
ALO,68,83.56644529492414,MEDIUM,Running,2024-05-26 01:27:48
SAI,68,88.38581615392062,SOFT,Running,2024-05-26 01:28:00
VER,22,83.87066716713161,HARD,Running,2024-05-26 01:28:12
LEC,66,88.75720936329604,MEDIUM,Running,2024-05-26 01:28:24
HAM,44,83.67086100461347,HARD,Running,2024-05-26 01:28:36
ALO,6,87.09598776353837,SOFT,Running,2024-05-26 01:28:48
VER,42,82.63618652974743,SOFT,Running,2024-05-26 01:29:00
NOR,25,84.70447973713681,MEDIUM,Running,2024-05-26 01:29:12
LEC,57,85.53974675300339,SOFT,Running,2024-05-26 01:29:24
LEC,55,84.42451617173373,MEDIUM,Running,2024-05-26 01:29:36
NOR,16,85.19521211669887,MEDIUM,Running,2024-05-26 01:29:48
RUS,14,85.20381880995805,MEDIUM,Running,2024-05-26 01:30:00
NOR,39,86.95248039005412,MEDIUM,Running,2024-05-26 01:30:12
LEC,28,81.74384677982387,SOFT,Running,2024-05-26 01:30:24
LEC,51,84.48674448954948,SOFT,Running,2024-05-26 01:30:36
ALO,49,87.75834542598773,SOFT,Running,2024-05-26 01:30:48
PIA,9,86.51246386196988,SOFT,Running,2024-05-26 01:31:00
VER,58,87.78831527182862,MEDIUM,Running,2024-05-26 01:31:12
NOR,45,86.86582083859084,MEDIUM,Running,2024-05-26 01:31:24
VER,22,83.54967280738234,SOFT,Running,2024-05-26 01:31:36
NOR,32,86.68961490801524,HARD,Running,2024-05-26 01:31:48
SAI,69,85.68034704016698,HARD,Running,2024-05-26 01:32:00
LEC,69,89.58251039722738,HARD,Running,2024-05-26 01:32:12
PIA,42,86.94389624848993,SOFT,In Lap,2024-05-26 01:32:24
ALO,53,86.44206133381968,MEDIUM,Running,2024-05-26 01:32:36
PIA,59,86.70496367401437,MEDIUM,In Lap,2024-05-26 01:32:48
PIA,74,86.34392197499992,HARD,Running,2024-05-26 01:33:00
PIA,39,86.29524202994293,HARD,Running,2024-05-26 01:33:12
VER,15,85.02067193508555,MEDIUM,Running,2024-05-26 01:33:24
NOR,71,86.463851196636,HARD,Running,2024-05-26 01:33:36
STR,29,87.20724002449086,HARD,Running,2024-05-26 01:33:48
SAI,3,87.40859052425775,MEDIUM,Running,2024-05-26 01:34:00
HAM,10,87.19041027528633,HARD,Pit,2024-05-26 01:34:12
PIA,29,88.21451456307373,HARD,Running,2024-05-26 01:34:24
RUS,35,87.52120582194706,SOFT,Running,2024-05-26 01:34:36
VER,6,86.63133224538139,HARD,Running,2024-05-26 01:34:48
ALO,12,83.44141056060533,SOFT,Running,2024-05-26 01:35:00
HAM,38,83.44211701890765,MEDIUM,Running,2024-05-26 01:35:12
STR,77,85.05335807412956,SOFT,Running,2024-05-26 01:35:24
RUS,19,85.5841566348859,MEDIUM,Running,2024-05-26 01:35:36
STR,67,88.01640275616587,SOFT,Running,2024-05-26 01:35:48
HAM,8,80.49652760556803,SOFT,Running,2024-05-26 01:36:00
PIA,8,83.64022872706242,SOFT,Running,2024-05-26 01:36:12
RUS,47,85.1504023539633,HARD,Running,2024-05-26 01:36:24
STR,4,83.70565626846115,HARD,Running,2024-05-26 01:36:36
ALO,51,84.06340679093353,HARD,Pit,2024-05-26 01:36:48
NOR,67,84.60150822740621,HARD,Running,2024-05-26 01:37:00
LEC,45,83.79751344466632,HARD,Running,2024-05-26 01:37:12
NOR,8,84.10963621065214,SOFT,Running,2024-05-26 01:37:24
HAM,16,87.95381861465002,HARD,Running,2024-05-26 01:37:36
VER,77,86.60577301229156,MEDIUM,Running,2024-05-26 01:37:48
LEC,67,86.8750980205356,SOFT,Running,2024-05-26 01:38:00
SAI,9,85.43857903657567,SOFT,Running,2024-05-26 01:38:12
ALO,60,87.31998938280917,MEDIUM,Running,2024-05-26 01:38:24
SAI,78,87.02603697235101,HARD,Running,2024-05-26 01:38:36
RUS,77,86.57736824599264,MEDIUM,Running,2024-05-26 01:38:48
LEC,71,84.3225047007442,SOFT,Running,2024-05-26 01:39:00
SAI,15,84.70433313289823,SOFT,Running,2024-05-26 01:39:12
SAI,71,87.40463417771826,SOFT,Running,2024-05-26 01:39:24
STR,41,84.56987926538828,MEDIUM,Running,2024-05-26 01:39:36
NOR,22,83.18065655472398,HARD,Running,2024-05-26 01:39:48
STR,24,84.53516746542483,SOFT,Running,2024-05-26 01:40:00
LEC,44,88.30693022799441,HARD,Running,2024-05-26 01:40:12
LEC,1,84.53693400409513,SOFT,Running,2024-05-26 01:40:24
HAM,10,86.08977862557605,HARD,Pit,2024-05-26 01:40:36
STR,72,84.3917617343314,MEDIUM,Running,2024-05-26 01:40:48
PER,56,86.87416599807366,SOFT,Running,2024-05-26 01:41:00
NOR,50,86.46623854326545,SOFT,Running,2024-05-26 01:41:12
LEC,12,82.81586746590234,SOFT,Running,2024-05-26 01:41:24
HAM,60,85.98245757675477,MEDIUM,Running,2024-05-26 01:41:36
STR,26,82.47134360286258,MEDIUM,Running,2024-05-26 01:41:48
NOR,78,84.50267796462796,HARD,Running,2024-05-26 01:42:00
STR,41,85.47941895006171,MEDIUM,Running,2024-05-26 01:42:12
SAI,36,88.8243586478325,SOFT,Running,2024-05-26 01:42:24
HAM,23,86.07224243717852,HARD,Running,2024-05-26 01:42:36
NOR,43,84.11924504292652,MEDIUM,Running,2024-05-26 01:42:48
PIA,6,84.92902181547012,HARD,Running,2024-05-26 01:43:00
RUS,69,87.1635541939965,HARD,Running,2024-05-26 01:43:12
RUS,43,84.14366968486806,HARD,Running,2024-05-26 01:43:24
NOR,25,87.47456129640268,SOFT,Pit,2024-05-26 01:43:36
STR,18,84.55850769951469,SOFT,Running,2024-05-26 01:43:48
HAM,62,83.85242552007819,MEDIUM,Running,2024-05-26 01:44:00
RUS,13,84.61619467037501,SOFT,Running,2024-05-26 01:44:12
HAM,43,82.59068807264147,HARD,Running,2024-05-26 01:44:24
RUS,78,81.58936143392827,HARD,Running,2024-05-26 01:44:36
SAI,28,85.35143629922246,SOFT,Running,2024-05-26 01:44:48
STR,18,85.37886381898159,HARD,Running,2024-05-26 01:45:00
SAI,59,85.961631212166,SOFT,Running,2024-05-26 01:45:12
RUS,60,85.34254646749397,HARD,Running,2024-05-26 01:45:24
PIA,63,89.69265562339048,MEDIUM,Running,2024-05-26 01:45:36
PIA,57,85.80313681789086,MEDIUM,Running,2024-05-26 01:45:48
SAI,51,83.02236685899011,SOFT,Running,2024-05-26 01:46:00
PIA,56,83.48415325973535,SOFT,Running,2024-05-26 01:46:12
RUS,27,85.50054840482771,SOFT,Running,2024-05-26 01:46:24
NOR,32,84.71623208839475,SOFT,Running,2024-05-26 01:46:36
SAI,9,83.28873618510576,SOFT,Running,2024-05-26 01:46:48
VER,68,85.39407345126085,HARD,Running,2024-05-26 01:47:00
STR,46,85.42039638711178,MEDIUM,Running,2024-05-26 01:47:12
PIA,67,88.37224872029408,HARD,Running,2024-05-26 01:47:24
PIA,26,83.85103852718022,MEDIUM,Running,2024-05-26 01:47:36
LEC,8,84.7480899493653,HARD,Running,2024-05-26 01:47:48
PER,6,88.36670950037214,HARD,Running,2024-05-26 01:48:00
SAI,24,86.0914551742751,HARD,Running,2024-05-26 01:48:12
ALO,48,83.84048149046511,SOFT,Running,2024-05-26 01:48:24
PIA,45,84.21348206788036,MEDIUM,Running,2024-05-26 01:48:36
STR,13,83.31451424093761,SOFT,Running,2024-05-26 01:48:48
VER,69,85.6390907298126,SOFT,Running,2024-05-26 01:49:00
PIA,25,87.3560879727042,HARD,Running,2024-05-26 01:49:12
VER,20,88.43562229613819,MEDIUM,Running,2024-05-26 01:49:24
RUS,66,82.8246928843174,MEDIUM,Running,2024-05-26 01:49:36
RUS,74,87.06441102657,MEDIUM,Running,2024-05-26 01:49:48
PER,45,85.79576303604098,MEDIUM,Running,2024-05-26 01:50:00
NOR,47,85.02852534329385,SOFT,Running,2024-05-26 01:50:12
ALO,63,84.74879152821723,SOFT,Running,2024-05-26 01:50:24
LEC,76,82.04232269538952,MEDIUM,Running,2024-05-26 01:50:36
PER,77,86.64839753232285,SOFT,Running,2024-05-26 01:50:48
HAM,55,83.12605780348197,MEDIUM,Running,2024-05-26 01:51:00
LEC,75,84.15324753289613,SOFT,Running,2024-05-26 01:51:12
SAI,19,86.25237234219594,HARD,Running,2024-05-26 01:51:24
STR,35,82.23005597319161,HARD,Running,2024-05-26 01:51:36
HAM,53,83.12257090293355,MEDIUM,Running,2024-05-26 01:51:48
HAM,26,87.69359278645837,MEDIUM,Running,2024-05-26 01:52:00
PER,14,85.71970598323091,SOFT,Running,2024-05-26 01:52:12
NOR,45,84.30803753917613,MEDIUM,Running,2024-05-26 01:52:24
PER,44,85.72679307774632,MEDIUM,Running,2024-05-26 01:52:36
SAI,65,86.70505740751753,SOFT,Running,2024-05-26 01:52:48
PIA,51,87.52458220422781,MEDIUM,Running,2024-05-26 01:53:00
PIA,43,83.49761668435238,MEDIUM,Running,2024-05-26 01:53:12
NOR,23,83.65529130675807,HARD,Running,2024-05-26 01:53:24
SAI,56,86.5950179376217,HARD,Running,2024-05-26 01:53:36
NOR,19,86.65274262330018,HARD,Running,2024-05-26 01:53:48
VER,76,83.0808558328138,MEDIUM,Running,2024-05-26 01:54:00
PIA,55,83.72284078412017,SOFT,Running,2024-05-26 01:54:12
HAM,60,85.15125485844938,HARD,Running,2024-05-26 01:54:24
ALO,59,85.54243723997492,MEDIUM,Running,2024-05-26 01:54:36
STR,33,85.59347377914816,HARD,Running,2024-05-26 01:54:48
SAI,19,83.05321714797161,SOFT,Running,2024-05-26 01:55:00
LEC,28,85.57528998690628,SOFT,Running,2024-05-26 01:55:12
NOR,52,84.2087327492332,SOFT,Running,2024-05-26 01:55:24
STR,49,83.40062827213741,SOFT,Running,2024-05-26 01:55:36
LEC,37,85.48020711285953,SOFT,Running,2024-05-26 01:55:48
STR,26,85.29661146656217,SOFT,Running,2024-05-26 01:56:00
ALO,40,86.94304782886076,MEDIUM,Running,2024-05-26 01:56:12
LEC,38,83.95025693892578,HARD,Running,2024-05-26 01:56:24
PER,77,85.92330678656144,SOFT,Pit,2024-05-26 01:56:36
RUS,54,82.67638466082853,HARD,Running,2024-05-26 01:56:48
PER,22,85.00525978101746,HARD,Pit,2024-05-26 01:57:00
PIA,16,86.33462010299218,MEDIUM,Running,2024-05-26 01:57:12
RUS,28,86.48643820881443,SOFT,Running,2024-05-26 01:57:24
PER,35,86.49870083274355,SOFT,Running,2024-05-26 01:57:36
RUS,60,86.9478764350506,MEDIUM,Running,2024-05-26 01:57:48
RUS,45,84.69757829906557,MEDIUM,In Lap,2024-05-26 01:58:00
HAM,46,86.39230578916134,MEDIUM,Running,2024-05-26 01:58:12
NOR,72,88.86374057257493,MEDIUM,Running,2024-05-26 01:58:24
NOR,55,84.65916123070951,MEDIUM,Pit,2024-05-26 01:58:36
HAM,26,87.98435642861645,HARD,In Lap,2024-05-26 01:58:48
STR,25,87.07765131997506,MEDIUM,Running,2024-05-26 01:59:00
VER,65,85.02061782178288,SOFT,Running,2024-05-26 01:59:12
STR,6,85.1708240978803,SOFT,Running,2024-05-26 01:59:24
LEC,23,85.713124247401,MEDIUM,Pit,2024-05-26 01:59:36
LEC,64,86.97629698925688,MEDIUM,Running,2024-05-26 01:59:48
RUS,43,86.22474233676033,MEDIUM,Running,2024-05-26 02:00:00
PER,23,84.64500432500728,MEDIUM,Running,2024-05-26 02:00:12
PER,30,81.75230459682817,MEDIUM,Running,2024-05-26 02:00:24
NOR,77,86.70991312605388,SOFT,In Lap,2024-05-26 02:00:36
SAI,18,82.02150409492135,HARD,Running,2024-05-26 02:00:48
STR,21,83.04123652748983,MEDIUM,Running,2024-05-26 02:01:00
PIA,57,84.77554104953698,MEDIUM,Running,2024-05-26 02:01:12
ALO,23,83.31465852059573,MEDIUM,Running,2024-05-26 02:01:24
PER,45,86.07155117004629,SOFT,Running,2024-05-26 02:01:36
ALO,44,84.96686124068893,SOFT,In Lap,2024-05-26 02:01:48
RUS,47,86.91341576476042,HARD,Running,2024-05-26 02:02:00
ALO,40,82.60610844020279,HARD,Running,2024-05-26 02:02:12
PIA,51,84.30858411086376,HARD,Running,2024-05-26 02:02:24
HAM,42,85.50755887919262,HARD,Running,2024-05-26 02:02:36
PIA,7,85.57691063491072,SOFT,Running,2024-05-26 02:02:48
ALO,50,86.74926552985809,HARD,Running,2024-05-26 02:03:00
PIA,48,83.85374055529162,MEDIUM,Running,2024-05-26 02:03:12
VER,6,84.6575814869946,SOFT,Running,2024-05-26 02:03:24
RUS,9,86.41322938958467,SOFT,In Lap,2024-05-26 02:03:36
STR,57,81.54259066915738,SOFT,Running,2024-05-26 02:03:48
HAM,31,86.19288345340613,MEDIUM,Running,2024-05-26 02:04:00
PER,21,86.87510750825086,SOFT,Running,2024-05-26 02:04:12
LEC,40,83.09941069917917,MEDIUM,Running,2024-05-26 02:04:24
STR,45,84.93295869308697,HARD,Running,2024-05-26 02:04:36
LEC,77,88.18678766971287,SOFT,Running,2024-05-26 02:04:48
RUS,49,86.68769093591607,MEDIUM,Running,2024-05-26 02:05:00
HAM,20,86.30455009134756,SOFT,In Lap,2024-05-26 02:05:12
NOR,17,87.28372676722408,HARD,Running,2024-05-26 02:05:24
PER,28,88.7481812117025,SOFT,Running,2024-05-26 02:05:36
VER,41,85.53336132567307,HARD,Running,2024-05-26 02:05:48
NOR,66,84.76705979240036,SOFT,Running,2024-05-26 02:06:00
RUS,25,87.27936913975307,MEDIUM,Running,2024-05-26 02:06:12
STR,58,85.16258435529089,HARD,Running,2024-05-26 02:06:24
VER,41,83.8295664155659,SOFT,Running,2024-05-26 02:06:36
PIA,6,84.52788074462296,HARD,In Lap,2024-05-26 02:06:48
ALO,75,86.06219324770508,HARD,Running,2024-05-26 02:07:00
VER,38,84.69072755566042,MEDIUM,Running,2024-05-26 02:07:12
RUS,6,84.82504455462976,MEDIUM,Running,2024-05-26 02:07:24
SAI,45,83.65083153363864,MEDIUM,Running,2024-05-26 02:07:36
ALO,75,88.08365972916506,MEDIUM,Running,2024-05-26 02:07:48
LEC,14,84.88327190456255,HARD,Running,2024-05-26 02:08:00
PER,66,84.21928025289257,HARD,Running,2024-05-26 02:08:12
LEC,40,84.4107789481099,SOFT,Running,2024-05-26 02:08:24
VER,3,86.94454675493186,SOFT,In Lap,2024-05-26 02:08:36
LEC,24,86.53175744130569,SOFT,Running,2024-05-26 02:08:48
RUS,19,84.59666153254283,MEDIUM,Running,2024-05-26 02:09:00
PIA,18,85.55816346835576,HARD,Running,2024-05-26 02:09:12
STR,64,85.99806796293447,HARD,Running,2024-05-26 02:09:24
PER,35,84.23265475348991,SOFT,Running,2024-05-26 02:09:36
LEC,62,82.72687898269801,SOFT,Running,2024-05-26 02:09:48
LEC,1,86.42706735497624,HARD,Running,2024-05-26 02:10:00
VER,25,84.3322785048031,MEDIUM,Running,2024-05-26 02:10:12
STR,45,86.29262703069105,SOFT,Running,2024-05-26 02:10:24
NOR,49,86.07784795604557,SOFT,Running,2024-05-26 02:10:36
LEC,16,85.60042614225992,HARD,Running,2024-05-26 02:10:48
RUS,19,84.73297113217859,HARD,Running,2024-05-26 02:11:00
SAI,23,84.35892919947153,SOFT,Running,2024-05-26 02:11:12
PER,25,83.4508486709348,SOFT,Running,2024-05-26 02:11:24
LEC,16,84.39345368209965,MEDIUM,In Lap,2024-05-26 02:11:36
RUS,54,86.52386702079033,MEDIUM,Running,2024-05-26 02:11:48
RUS,73,88.01608633582319,MEDIUM,Running,2024-05-26 02:12:00
PER,1,87.75197881603617,MEDIUM,Pit,2024-05-26 02:12:12
NOR,42,85.76176142911478,SOFT,Running,2024-05-26 02:12:24
RUS,19,88.01512930922695,SOFT,Running,2024-05-26 02:12:36
SAI,34,84.9477282698506,SOFT,Running,2024-05-26 02:12:48
RUS,55,83.17611597147287,MEDIUM,In Lap,2024-05-26 02:13:00
RUS,18,88.95757395457849,SOFT,Running,2024-05-26 02:13:12
RUS,34,86.45905491562219,HARD,Running,2024-05-26 02:13:24
PIA,45,82.73766464902815,MEDIUM,Running,2024-05-26 02:13:36
PIA,6,88.30628744154725,HARD,Running,2024-05-26 02:13:48
NOR,21,84.16183952680419,MEDIUM,Running,2024-05-26 02:14:00
LEC,70,84.55341193609476,SOFT,Running,2024-05-26 02:14:12
RUS,48,87.33848965034977,MEDIUM,Running,2024-05-26 02:14:24
STR,39,87.95107280458205,HARD,Pit,2024-05-26 02:14:36
LEC,31,83.69866974880573,MEDIUM,Running,2024-05-26 02:14:48
NOR,10,88.1477833716482,HARD,Running,2024-05-26 02:15:00
HAM,30,87.073626233537,SOFT,Running,2024-05-26 02:15:12
LEC,18,84.06045213851044,HARD,Running,2024-05-26 02:15:24
LEC,60,85.05736872428969,SOFT,Running,2024-05-26 02:15:36
ALO,73,88.2290446138324,HARD,Running,2024-05-26 02:15:48
VER,15,82.69098911530507,SOFT,Running,2024-05-26 02:16:00
ALO,4,87.985285876606,HARD,Running,2024-05-26 02:16:12
SAI,63,87.02353283010575,SOFT,Running,2024-05-26 02:16:24
PIA,40,86.41645337208726,SOFT,Running,2024-05-26 02:16:36
PIA,9,85.73705223942781,SOFT,Running,2024-05-26 02:16:48
VER,9,89.04624836843246,HARD,Pit,2024-05-26 02:17:00
PER,26,89.31226248126882,HARD,Running,2024-05-26 02:17:12
PER,4,84.39258644996822,SOFT,Running,2024-05-26 02:17:24
NOR,16,86.60196861701701,MEDIUM,Running,2024-05-26 02:17:36
VER,15,88.8738776949201,SOFT,Running,2024-05-26 02:17:48
LEC,52,84.08691975419998,MEDIUM,Running,2024-05-26 02:18:00
PER,69,85.93765123376137,SOFT,Running,2024-05-26 02:18:12
RUS,5,87.30697579610849,HARD,Running,2024-05-26 02:18:24
STR,20,81.87319187110607,MEDIUM,Running,2024-05-26 02:18:36
LEC,18,86.9913994116562,HARD,Running,2024-05-26 02:18:48
SAI,2,83.54082235786129,MEDIUM,Running,2024-05-26 02:19:00
RUS,13,85.8461964569202,MEDIUM,Running,2024-05-26 02:19:12
RUS,4,87.55982073160527,MEDIUM,Running,2024-05-26 02:19:24
VER,42,81.19947474730813,MEDIUM,Running,2024-05-26 02:19:36
NOR,74,86.91454599793902,HARD,Running,2024-05-26 02:19:48
SAI,61,89.16899217233549,MEDIUM,Running,2024-05-26 02:20:00
PER,8,84.54005820060145,SOFT,Running,2024-05-26 02:20:12
VER,67,86.53804226421143,SOFT,Running,2024-05-26 02:20:24
PER,63,87.90351539525889,MEDIUM,Running,2024-05-26 02:20:36
VER,9,82.63269891322204,HARD,Running,2024-05-26 02:20:48
VER,11,86.86326556536075,HARD,Running,2024-05-26 02:21:00
VER,42,87.342779218676,MEDIUM,Running,2024-05-26 02:21:12
NOR,13,86.64951639588618,HARD,Running,2024-05-26 02:21:24
VER,36,85.65592084596922,HARD,Running,2024-05-26 02:21:36
HAM,13,83.69925699274897,HARD,Running,2024-05-26 02:21:48
STR,12,88.00456203636524,MEDIUM,Running,2024-05-26 02:22:00
PER,37,85.56210641741698,SOFT,Running,2024-05-26 02:22:12
LEC,74,83.87301525727753,SOFT,Running,2024-05-26 02:22:24
ALO,73,84.92755350525377,SOFT,Running,2024-05-26 02:22:36
SAI,52,86.16309388440241,SOFT,Running,2024-05-26 02:22:48
PIA,71,82.68986707760843,SOFT,Running,2024-05-26 02:23:00
NOR,2,85.53227463465142,HARD,Running,2024-05-26 02:23:12
LEC,56,84.74962100929562,HARD,Running,2024-05-26 02:23:24
RUS,60,87.90484766645878,HARD,In Lap,2024-05-26 02:23:36
HAM,23,82.12519692488209,MEDIUM,Running,2024-05-26 02:23:48
PIA,40,87.18976375650448,HARD,Running,2024-05-26 02:24:00
ALO,64,88.05077068608453,SOFT,Running,2024-05-26 02:24:12
LEC,23,82.19324045313385,HARD,Running,2024-05-26 02:24:24
PIA,29,82.40907152554726,SOFT,Running,2024-05-26 02:24:36
LEC,78,88.71462008381967,HARD,Running,2024-05-26 02:24:48
HAM,51,83.87213031251473,SOFT,Running,2024-05-26 02:25:00
ALO,69,91.07069241687921,HARD,Running,2024-05-26 02:25:12
RUS,31,82.2494879360637,SOFT,Running,2024-05-26 02:25:24
VER,50,85.80608532897682,SOFT,Running,2024-05-26 02:25:36
PER,20,85.4578912729451,MEDIUM,Running,2024-05-26 02:25:48
RUS,55,85.12524761838307,HARD,Running,2024-05-26 02:26:00
VER,2,86.33333224927041,SOFT,Running,2024-05-26 02:26:12
NOR,25,86.43716356451232,HARD,Running,2024-05-26 02:26:24
STR,13,85.19821383126761,SOFT,Running,2024-05-26 02:26:36
SAI,70,83.67448690111091,MEDIUM,Running,2024-05-26 02:26:48
SAI,67,87.38596865563449,MEDIUM,Running,2024-05-26 02:27:00
PER,58,86.6304947935491,MEDIUM,Running,2024-05-26 02:27:12
ALO,75,85.70625064310893,MEDIUM,Running,2024-05-26 02:27:24
HAM,64,86.57346146835124,SOFT,Running,2024-05-26 02:27:36
ALO,69,86.88409461016404,HARD,Running,2024-05-26 02:27:48
HAM,59,84.12888232173363,MEDIUM,Running,2024-05-26 02:28:00
ALO,60,86.50922467226725,MEDIUM,Running,2024-05-26 02:28:12
STR,62,84.50453569406699,MEDIUM,Running,2024-05-26 02:28:24
NOR,16,86.94366004185623,HARD,Running,2024-05-26 02:28:36
NOR,68,85.15368074443819,SOFT,Running,2024-05-26 02:28:48
VER,15,86.6010952326271,SOFT,Pit,2024-05-26 02:29:00
PIA,55,84.71916846052287,SOFT,Running,2024-05-26 02:29:12
NOR,35,86.69466438468781,SOFT,Running,2024-05-26 02:29:24
NOR,55,83.73821538759118,HARD,Running,2024-05-26 02:29:36
RUS,14,85.56510398375423,HARD,Running,2024-05-26 02:29:48
RUS,49,87.26513852719788,HARD,Running,2024-05-26 02:30:00
VER,7,86.34096838304266,MEDIUM,Running,2024-05-26 02:30:12
PIA,30,85.84565172020858,HARD,Running,2024-05-26 02:30:24
PER,49,88.74641041137116,SOFT,Running,2024-05-26 02:30:36
RUS,16,87.34254636328006,HARD,Running,2024-05-26 02:30:48
PER,51,87.03997190865563,MEDIUM,Running,2024-05-26 02:31:00
LEC,72,86.68445000204972,SOFT,Running,2024-05-26 02:31:12
RUS,42,86.908854370044,HARD,Running,2024-05-26 02:31:24
STR,17,88.48278361899389,SOFT,Running,2024-05-26 02:31:36
PIA,63,84.7481963621022,SOFT,Running,2024-05-26 02:31:48
VER,45,87.31692713749544,HARD,Running,2024-05-26 02:32:00
LEC,77,86.1416781997946,HARD,Running,2024-05-26 02:32:12
PIA,7,84.8103884331588,MEDIUM,Running,2024-05-26 02:32:24
STR,27,85.3204948145257,HARD,Running,2024-05-26 02:32:36
PIA,10,85.89447842678342,HARD,Running,2024-05-26 02:32:48
STR,34,83.95210787819504,HARD,Running,2024-05-26 02:33:00
STR,36,87.0552229959008,SOFT,Running,2024-05-26 02:33:12
PER,25,85.31486743663973,MEDIUM,Running,2024-05-26 02:33:24
ALO,6,85.6528724920368,SOFT,Running,2024-05-26 02:33:36
LEC,24,87.94296458987006,HARD,Running,2024-05-26 02:33:48
PIA,18,85.73354676940825,MEDIUM,Running,2024-05-26 02:34:00
HAM,6,88.29480319995798,HARD,Running,2024-05-26 02:34:12
LEC,29,84.55533388398874,SOFT,Running,2024-05-26 02:34:24
